aDPS,rDPS,nDPS,Class
10104.14031,10015.32278,10015.32278,MCH
10117.47595,10014.7569,10014.7569,MCH
10560.29343,10013.14552,10013.14552,MCH
10414.25253,10010.1553,10010.1553,MCH
10608.72756,10009.1385,10009.1385,MCH
10644.24482,10007.03043,10007.03043,MCH
10197.83871,10006.97929,10006.97929,MCH
10460.55748,10006.42129,10006.42129,MCH
10369.40807,10004.95124,10004.95124,MCH
10265.25399,10002.35431,10002.35431,MCH
10287.75067,10002.14956,10002.14956,MCH
10200.77433,9999.747877,9999.747877,MCH
10332.52366,9997.606011,9997.606011,MCH
10277.05746,9997.082972,9997.082972,MCH
9575.112574,11178.6621,9061.506295,DNC
9332.54456,11010.93848,8848.438443,DNC
9303.385355,10980.67221,8847.365154,DNC
9276.98877,10866.69878,8825.158993,DNC
9335.669335,10862.08869,8783.390576,DNC
9372.907175,10842.53953,8870.324986,DNC
9159.965053,10840.39561,8801.8963,DNC
9102.647072,10837.39469,8678.034665,DNC
9449.023742,10804.35033,8878.567658,DNC
9341.966397,10800.17319,8862.482833,DNC
9269.933722,10797.88906,8916.762145,DNC
9179.793896,10786.30291,8811.168081,DNC
9194.702815,10785.6182,8802.148653,DNC
9478.026541,10774.31959,8770.785544,BRD
9101.535501,10746.47499,8608.766002,DNC
9261.8275,10710.23871,8808.278059,DNC
9192.898016,10706.45773,8712.508962,DNC
9295.205139,10696.20538,8783.575757,DNC
9182.889866,10691.27479,8643.044439,DNC
9227.388125,10691.05633,8695.279573,BRD
8977.920631,10690.30283,8649.675366,DNC
9302.668217,10680.6863,8669.53786,DNC
8970.226138,10677.08684,8526.248754,DNC
9050.098653,10657.91478,8784.125545,DNC
9129.417851,10647.11855,8665.825245,BRD
9334.454454,10645.0542,8753.199017,BRD
8963.809148,10643.57138,8543.506747,BRD
9437.888414,10643.53369,8732.796917,DNC
9081.597037,10643.16832,8468.630002,DNC
9212.679365,10638.24424,8780.04478,BRD
9163.020784,10627.36966,8705.50353,BRD
